"","nGene","nUMI","orig.ident","S.Score","G2M.Score","Phase","old.ident"
"H6_P1_M50_L001",1992,13732.85,"H6",-0.0801872675974011,-0.00879024589767116,"G1","H6"
"H6_P4_M50_L001",2925,19067.47,"H6",0.183171999169911,-0.00637762008027418,"S","H6"
"H7_P1_M50_L001",3117,20400.82,"H7",0.322553521330544,0.0596762378847737,"S","H7"
"H8_P1_M50_L001",2065,14225.66,"H8",-0.0868483021477742,-0.151459618676983,"G1","H8"
"H8_P4_M50_L001",1933,13754.97,"H8",0.0166938625166,0.140950709791012,"G2M","H8"
"H9_P1_M50_L001",2351,15963.67,"H9",-0.127543630154014,-0.00882741325540934,"G1","H9"
"H9_P4_M50_L001",1953,12733.35,"H9",0.0337131392017368,-0.0325073302010091,"S","H9"
"A10_P1_M90-7-24-17",2024,13804.68,"A10",-0.0623947572070983,-0.0144342032920868,"G1","A10"
"A10_P1_M90-7-31-17",2926,17811.11,"A10",-0.145762791290959,-0.124281044413217,"G1","A10"
"A10_P2_M90-7-24-17",3305,20088.96,"A10",-0.116088797730229,-0.170948259098642,"G1","A10"
"A10_P2_M90-7-31-17",2087,14002.43,"A10",0.0542778011736111,-0.0857123292411363,"S","A10"
"A11_P1_M90-7-24-17",2841,18346.39,"A11",0.161626292256928,0.926146202593139,"G2M","A11"
"A11_P1_M90-7-31-17",3371,20611.62,"A11",0.508212868338815,0.273061856405398,"S","A11"
"A11_P2_M90-7-24-17",3037,19210.84,"A11",-0.00892278603316507,-0.0453227167658768,"G1","A11"
"A11_P2_M90-7-31-17",2526,16366.62,"A11",0.0216992546197526,-0.172643084589341,"S","A11"
"A12_P1_M90-7-24-17",4403,22274.13,"A12",0.0193161203729846,-0.115834098867321,"S","A12"
"A12_P1_M90-7-31-17",2435,15293.38,"A12",0.00460643117916004,-0.117332885103341,"S","A12"
"A12_P2_M90-7-24-17",2205,14728.51,"A12",0.0703608354115174,-0.106111870440386,"S","A12"
"A12_P2_M90-7-31-17",2911,17930.86,"A12",0.00878583009080863,-0.116480004564041,"S","A12"
"A2_P1_M90-7-24-17",3088,17385.37,"A2",-0.0199739507176896,-0.113049412978607,"G1","A2"
"A2_P1_M90-7-31-17",1936,13475.75,"A2",-0.0910170046206325,-0.0557781933924676,"G1","A2"
"A2_P2_M90-7-24-17",2439,14622.48,"A2",-0.118999770860476,-0.172457036800657,"G1","A2"
"A2_P2_M90-7-31-17",1761,12118.2,"A2",-0.0713834349725956,0.0402597375466113,"G2M","A2"
"A3_P1_M90-7-24-17",2027,12596.62,"A3",-0.0199636459777546,0.0254545044598496,"G2M","A3"
"A3_P1_M90-7-31-17",1766,12079.46,"A3",-0.0730985889436437,-0.0450326998463819,"G1","A3"
"A3_P2_M90-7-24-17",2184,14063.01,"A3",-0.00607619671768198,-0.135363662476664,"G1","A3"
"A3_P2_M90-7-31-17",3202,19215.49,"A3",-0.0663200990865865,-0.0358084065358134,"G1","A3"
"A4_P1_M90-7-24-17",3441,19504.7,"A4",0.85721235690638,0.521443492449344,"S","A4"
"A4_P1_M90-7-31-17",3996,23869.77,"A4",0.343284750255886,0.767303428715481,"G2M","A4"
"A4_P2_M90-7-24-17",2456,15633.17,"A4",-0.0770645598687949,-0.025570576075745,"G1","A4"
"A4_P2_M90-7-31-17",4512,25692.9,"A4",0.598867549691246,0.213713080300185,"S","A4"
"A5_P1_M90-7-24-17",1756,11107.41,"A5",-0.0683225615667035,-0.179079006768658,"G1","A5"
"A5_P1_M90-7-31-17",2800,18379.04,"A5",-0.0893540620620422,-0.0165984815899727,"G1","A5"
"A5_P2_M90-7-24-17",2999,18699.1,"A5",0.31252739616354,-0.103049649425061,"S","A5"
"A5_P2_M90-7-31-17",1517,9891.19,"A5",0.073311942464299,-0.0830228571393637,"S","A5"
"A6_P1_M90-7-24-17",3134,17901.34,"A6",-0.111778678494114,-0.166013763326794,"G1","A6"
"A6_P1_M90-7-31-17",3590,22469.79,"A6",0.68855276984003,-0.0998906641764965,"S","A6"
"A6_P2_M90-7-24-17",2546,15974.64,"A6",-0.0799061465972908,-0.0440463253887483,"G1","A6"
"A6_P2_M90-7-31-17",3938,22845.96,"A6",-0.185655253135537,-0.21703324540253,"G1","A6"
"A7_P1_M90-7-24-17",2353,14044.36,"A7",-0.00947823066356868,-0.139008558287408,"G1","A7"
"A7_P2_M90-7-24-17",1853,12439.96,"A7",-0.033008430358926,0.0350477481531568,"G2M","A7"
"A7_P2_M90-7-31-17",2250,14900.79,"A7",-0.0969143515679936,-0.0369799914149476,"G1","A7"
"A8_P1_M90-7-24-17",1846,11778.7,"A8",0.0340724922404772,-0.155722878025534,"S","A8"
"A8_P1_M90-7-31-17",2328,15022.24,"A8",-0.131025827779931,-0.0567893017193929,"G1","A8"
"A8_P2_M90-7-24-17",3588,21266.96,"A8",0.5803209403314,0.00316484074988899,"S","A8"
"A8_P2_M90-7-31-17",1830,12499.26,"A8",0.117137039593345,-0.102671593022121,"S","A8"
"A9_P1_M90-7-24-17",2358,14312.3,"A9",-0.0542941266826407,-0.00419826785556721,"G1","A9"
"A9_P1_M90-7-31-17",2547,16504.63,"A9",-0.0496919386966489,-0.151981086977046,"G1","A9"
"A9_P2_M90-7-24-17",1529,10478.52,"A9",-0.0596811875195942,-0.0467177512562932,"G1","A9"
"A9_P2_M90-7-31-17",3391,19272.29,"A9",-0.00560824985617603,-0.0974513221606113,"G1","A9"
"B10_P1_M90-7-24-17",4413,24618.02,"B10",0.654631997422326,0.72346598243924,"G2M","B10"
"B10_P1_M90-7-31-17",4138,24230.06,"B10",0.860336373027494,0.624164814429373,"S","B10"
"B10_P2_M90-7-24-17",2733,17329.52,"B10",-0.0792782439491806,0.0411314000357219,"G2M","B10"
"B10_P2_M90-7-31-17",3678,21986.96,"B10",-0.0870714610099362,-0.134747933962815,"G1","B10"
"B11_P1_M90-7-24-17",2899,16946.49,"B11",0.0126945120215015,-0.0324202504779498,"S","B11"
"B11_P1_M90-7-31-17",2391,15551.11,"B11",-0.0938452971253607,-0.00483201858621848,"G1","B11"
"B11_P2_M90-7-24-17",2680,16891.33,"B11",-0.0257097332457804,-0.142433248603906,"G1","B11"
"B11_P2_M90-7-31-17",3709,22848.66,"B11",0.952342090751157,0.253022898350407,"S","B11"
"B12_P1_M90-7-24-17",2788,16900.87,"B12",-0.0288284634288415,-0.0186600328297017,"G1","B12"
"B12_P1_M90-7-31-17",4513,25138.63,"B12",0.184421945671751,0.758686757461036,"G2M","B12"
"B12_P2_M90-7-24-17",5340,26839.08,"B12",0.582581078867823,0.477461766051994,"S","B12"
"B12_P2_M90-7-31-17",2779,17926.85,"B12",0.469899542771128,-0.0692668182714913,"S","B12"
"B1_P1_M90-7-24-17",1955,12908.79,"B1",-0.11465514820001,-0.113769952719488,"G1","B1"
"B1_P1_M90-7-31-17",2180,13995.32,"B1",0.00482496439251562,-0.0566562034835268,"S","B1"
"B1_P2_M90-7-24-17",2183,14443.09,"B1",0.062742492076769,-0.0333393313741728,"S","B1"
"B1_P2_M90-7-31-17",2361,14301.75,"B1",0.162411445949382,-0.0579766674177046,"S","B1"
"B2_P1_M90-7-24-17",3692,20720.15,"B2",-0.16207428723794,-0.0518373029597605,"G1","B2"
"B2_P1_M90-7-31-17",3247,19621.44,"B2",-0.171900911825079,-0.113021232014596,"G1","B2"
"B2_P2_M90-7-24-17",1693,12035.8,"B2",-0.0727952674535331,-0.139485741760763,"G1","B2"
"B2_P2_M90-7-31-17",2480,16317.65,"B2",0.0651955562286447,-0.0666064885836794,"S","B2"
"B3_P1_M90-7-24-17",1716,12006.78,"B3",0.000304606806171157,-0.143558852371802,"S","B3"
"B3_P1_M90-7-31-17",1802,12379.34,"B3",-0.0534487514206424,-0.105025729228392,"G1","B3"
"B3_P2_M90-7-24-17",2565,15588.92,"B3",-0.146585672398252,-0.042561350432707,"G1","B3"
"B3_P2_M90-7-31-17",3631,21497.84,"B3",-0.114773154949596,-0.158924212084338,"G1","B3"
"B4_P1_M90-7-24-17",2595,16391.57,"B4",0.00874253578473688,-0.00887668157189309,"S","B4"
"B4_P1_M90-7-31-17",5442,30295.28,"B4",0.734517048286141,0.41277753139027,"S","B4"
"B4_P2_M90-7-24-17",2517,16508.01,"B4",-0.142301772724858,-0.0936102364874836,"G1","B4"
"B4_P2_M90-7-31-17",1919,13246.45,"B4",-0.0982703973712469,-0.0226175051618728,"G1","B4"
"B5_P1_M90-7-24-17",2790,16493.32,"B5",0.0223441582731639,-0.0987250680138543,"S","B5"
"B5_P1_M90-7-31-17",4368,25012.11,"B5",-0.162788245028721,-0.076114288676802,"G1","B5"
"B5_P2_M90-7-24-17",2831,17610.87,"B5",0.0281061516585797,0.0177921182364582,"S","B5"
"B5_P2_M90-7-31-17",2222,14495.81,"B5",-0.0566705904406629,-0.116514962915374,"G1","B5"
"B6_P1_M90-7-24-17",1645,11060.98,"B6",0.0152320868327214,-0.155965986543219,"S","B6"
"B6_P1_M90-7-31-17",2015,13908.61,"B6",-0.0767527624204973,-0.0399999414761193,"G1","B6"
"B6_P2_M90-7-24-17",1868,12792.08,"B6",-0.0899471979983452,-0.0735812257449315,"G1","B6"
"B6_P2_M90-7-31-17",1856,13091.5,"B6",-0.00130723997057831,0.0969347306055783,"G2M","B6"
"B7_P1_M90-7-24-17",2609,16058.94,"B7",-0.0749859336128575,-0.0350156715896044,"G1","B7"
"B7_P1_M90-7-31-17",2250,15467.55,"B7",-0.0167980002086318,-0.103593552755594,"G1","B7"
"B7_P2_M90-7-24-17",2327,15160.26,"B7",0.00689776512891133,-0.12078196001626,"S","B7"
"B7_P2_M90-7-31-17",2740,17127.1,"B7",0.0729471352781463,0.0611237116754584,"S","B7"
"B8_P1_M90-7-24-17",2628,16286.82,"B8",-0.035017433412168,0.0240007278955283,"G2M","B8"
"B8_P1_M90-7-31-17",2995,19275.46,"B8",0.871428608285782,0.410945727387251,"S","B8"
"B8_P2_M90-7-24-17",1679,10374.23,"B8",-0.110995112459917,0.613202527317698,"G2M","B8"
"B8_P2_M90-7-31-17",1959,12971.42,"B8",-0.0753511998221832,-0.160673323132604,"G1","B8"
"B9_P1_M90-7-24-17",2960,17831.96,"B9",0.0668881846802295,0.0203057358810898,"S","B9"
"B9_P1_M90-7-31-17",3416,21670.66,"B9",0.262487848802314,-0.114866225687605,"S","B9"
"B9_P2_M90-7-24-17",3307,20462.63,"B9",-0.0874513040525855,-0.0976400148211372,"G1","B9"
"B9_P2_M90-7-31-17",1705,11806.46,"B9",0.013954786654438,-0.0759254927968517,"S","B9"
"C10_P1_M90-7-31-17",1979,13496.31,"C10",-0.0499459520888795,-0.158590600872749,"G1","C10"
"C10_P2_M90-7-24-17",4066,22110.95,"C10",-0.0751239336320624,-0.191191370033775,"G1","C10"
"C10_P2_M90-7-31-17",1745,12118.72,"C10",-0.0264936987356036,0.0488258340109362,"G2M","C10"
"C11_P1_M90-7-24-17",3306,19398.5,"C11",-0.0175665683828554,-0.138364406999589,"G1","C11"
"C11_P1_M90-7-31-17",3596,21531.74,"C11",0.00131346016954431,-0.060733599094378,"S","C11"
"C11_P2_M90-7-24-17",2547,15897.63,"C11",0.110534633719036,-0.0359340442448856,"S","C11"
"C11_P2_M90-7-31-17",1650,11165.03,"C11",-0.139836322757458,-0.0384693626596761,"G1","C11"
"C12_P1_M90-7-24-17",4345,21621.44,"C12",0.582496476005014,0.49020394539203,"S","C12"
"C12_P1_M90-7-31-17",3513,20816.94,"C12",0.715656593685571,0.46920966756442,"S","C12"
"C12_P2_M90-7-24-17",2267,15009.57,"C12",-0.0233570182122608,-0.0399357199419215,"G1","C12"
"C12_P2_M90-7-31-17",4242,24655.01,"C12",0.095399263354298,0.990299229428043,"G2M","C12"
"C1_P1_M90-7-24-17",2973,17672.49,"C1",-0.012966398508806,-0.178321214755418,"G1","C1"
"C1_P1_M90-7-31-17",5715,30968.78,"C1",0.604537363323708,0.673131981821008,"G2M","C1"
"C1_P2_M90-7-24-17",2494,16145.14,"C1",-0.0171712035922942,-0.0808365471998336,"G1","C1"
"C1_P2_M90-7-31-17",2087,14375.48,"C1",0.603492799958508,0.318698358252489,"S","C1"
"C2_P1_M90-7-24-17",4418,23931.9,"C2",-0.143374367222604,-0.0593134413938312,"G1","C2"
"C2_P1_M90-7-31-17",1761,12255,"C2",-0.148049650046097,-0.106363159294795,"G1","C2"
"C2_P2_M90-7-24-17",2092,13668.8,"C2",-0.0277334322353506,-0.105536041523664,"G1","C2"
"C2_P2_M90-7-31-17",1953,13577.28,"C2",-0.0783698305547189,-0.0520840796104452,"G1","C2"
"C3_P1_M90-7-24-17",3577,19999.69,"C3",0.0164241542399257,-0.108825816215976,"S","C3"
"C3_P1_M90-7-31-17",2731,16778.63,"C3",-0.0862837332530538,-0.0578944053400435,"G1","C3"
"C3_P2_M90-7-24-17",1890,12243.44,"C3",-0.0136760180640191,-0.137812522874345,"G1","C3"
"C3_P2_M90-7-31-17",3825,23519.03,"C3",0.423333499340438,0.622937101623445,"G2M","C3"
"C4_P1_M90-7-24-17",2725,16620.07,"C4",-0.121331265774904,-0.129287742286343,"G1","C4"
"C4_P1_M90-7-31-17",3207,19226.63,"C4",-0.0672404356857795,-0.0720810849948357,"G1","C4"
"C4_P2_M90-7-24-17",5560,29796.22,"C4",0.753654672396025,0.565352021706285,"S","C4"
"C4_P2_M90-7-31-17",1990,13511.15,"C4",-0.0386459687996596,-0.152404722240506,"G1","C4"
"C5_P1_M90-7-24-17",2995,18097.03,"C5",-0.117861646377747,0.0691358012332515,"G2M","C5"
"C5_P1_M90-7-31-17",3642,22556.42,"C5",0.620851859461196,0.748918590006885,"G2M","C5"
"C5_P2_M90-7-24-17",2865,17807.81,"C5",-0.107526066813003,-0.0648115056031457,"G1","C5"
"C5_P2_M90-7-31-17",3455,21220.56,"C5",0.769208591693306,0.308816245417305,"S","C5"
"C6_P1_M90-7-24-17",5054,26627.54,"C6",0.387687825447402,0.412265383549471,"G2M","C6"
"C6_P1_M90-7-31-17",1896,13098.98,"C6",-0.0486263471540347,0.0421264959054114,"G2M","C6"
"C6_P2_M90-7-24-17",1571,11010,"C6",-0.0725037787010636,-0.0164393022460465,"G1","C6"
"C6_P2_M90-7-31-17",3469,21971.13,"C6",0.708308681499529,0.696725120528951,"S","C6"
"C7_P1_M90-7-24-17",2934,18081.23,"C7",0.0310832926570351,-0.0374036029831167,"S","C7"
"C7_P1_M90-7-31-17",2681,17364.06,"C7",-0.0999674565345774,0.0372530511258553,"G2M","C7"
"C7_P2_M90-7-24-17",2248,14905.12,"C7",-0.119653368478348,-0.098968754296953,"G1","C7"
"C7_P2_M90-7-31-17",2102,14314.79,"C7",-0.0585208038310415,-0.118058978104564,"G1","C7"
"C8_P1_M90-7-24-17",2365,15086.32,"C8",-0.105115436604464,-0.0688925229834333,"G1","C8"
"C8_P1_M90-7-31-17",1939,13256.35,"C8",-0.000364598570386218,-0.0993173276453041,"G1","C8"
"C8_P2_M90-7-24-17",3643,22137.1,"C8",0.0980550059049982,0.0128547993649539,"S","C8"
"C8_P2_M90-7-31-17",2366,15645.6,"C8",0.0404957759214472,-0.0349353491698192,"S","C8"
"C9_P1_M90-7-24-17",3050,18157.32,"C9",0.0127404657394013,-0.0192727836065853,"S","C9"
"C9_P1_M90-7-31-17",3118,18775.15,"C9",-0.130336246492392,-0.143047390298199,"G1","C9"
"C9_P2_M90-7-24-17",2900,18455.91,"C9",-0.0337820466024883,-0.0746935109499853,"G1","C9"
"C9_P2_M90-7-31-17",3737,22837.05,"C9",0.0772285331135796,0.391487052371156,"G2M","C9"
"D10_P1_M90-7-24-17",3116,18842.08,"D10",-0.102092295703006,-0.119908096110745,"G1","D10"
"D10_P1_M90-7-31-17",2366,15675.45,"D10",-0.110382036759488,-0.00530980820842969,"G1","D10"
"D10_P2_M90-7-24-17",3973,20788.02,"D10",-0.138089637644989,-0.116434676818643,"G1","D10"
"D10_P2_M90-7-31-17",2055,13811.38,"D10",-0.0180771545767998,-0.163936640753483,"G1","D10"
"D11_P1_M90-7-24-17",2377,15324.05,"D11",0.0733029485516072,-0.13180326415432,"S","D11"
"D11_P1_M90-7-31-17",2705,17180.95,"D11",-0.0761008526863624,-0.0705885246620423,"G1","D11"
"D11_P2_M90-7-24-17",3056,19262.07,"D11",-0.100132490122271,-0.0199794357253021,"G1","D11"
"D11_P2_M90-7-31-17",2201,14037.54,"D11",0.0922864268425218,-0.0528790039290164,"S","D11"
"D12_P1_M90-7-24-17",2100,13529.18,"D12",-0.108518112722974,-0.163195069316983,"G1","D12"
"D12_P1_M90-7-31-17",3490,21243.02,"D12",0.40934156065782,0.722181443069725,"G2M","D12"
"D12_P2_M90-7-24-17",2476,16074.07,"D12",0.0521980018852909,-0.0837490796555113,"S","D12"
"D12_P2_M90-7-31-17",3505,13448.56,"D12",-0.143917540500634,-0.118949554353258,"G1","D12"
"D1_P1_M90-7-24-17",3170,17063.14,"D1",-0.197463345449731,-0.145497380303035,"G1","D1"
"D1_P1_M90-7-31-17",2599,16808.7,"D1",-0.148394644967797,-0.195193065259756,"G1","D1"
"D1_P2_M90-7-24-17",2790,17299.71,"D1",0.0401091775547446,-0.114285899298322,"S","D1"
"D1_P2_M90-7-31-17",2128,13795.48,"D1",0.427948127917628,-0.00935068075189927,"S","D1"
"D2_P1_M90-7-24-17",1713,11706.52,"D2",-0.0720888942555466,-0.0624327879770802,"G1","D2"
"D2_P1_M90-7-31-17",1765,12622.67,"D2",-0.0260450521332116,-0.150222414105693,"G1","D2"
"D2_P2_M90-7-24-17",2318,14454.75,"D2",-0.0420436690893702,-0.0920767985360362,"G1","D2"
"D2_P2_M90-7-31-17",2761,18527.17,"D2",0.0532437433055841,-0.165558496167957,"S","D2"
"D3_P1_M90-7-24-17",2349,14665.3,"D3",-0.0167895946883896,-0.015771008135792,"G1","D3"
"D3_P1_M90-7-31-17",1681,11972.08,"D3",-0.112649732146721,-0.141665486282879,"G1","D3"
"D3_P2_M90-7-24-17",2326,15186.95,"D3",-0.0955539000096412,-0.0385193426927114,"G1","D3"
"D3_P2_M90-7-31-17",1613,11191.91,"D3",-0.074778496555084,-0.037868252752541,"G1","D3"
"D4_P1_M90-7-24-17",4627,25006.5,"D4",-0.139436395164739,-0.0823783600414472,"G1","D4"
"D4_P1_M90-7-31-17",2342,15403.8,"D4",0.0082122285524204,-0.0680790345307191,"S","D4"
"D4_P2_M90-7-24-17",3673,21598.48,"D4",-0.134704923530525,-0.117658709924514,"G1","D4"
"D4_P2_M90-7-31-17",1781,12159.66,"D4",-0.0112517072076087,-0.0922553527618575,"G1","D4"
"D5_P1_M90-7-24-17",2147,13885.5,"D5",-0.049979711282309,-0.0324565727628202,"G1","D5"
"D5_P1_M90-7-31-17",3620,22172.43,"D5",-0.171747881859559,-0.120836520735569,"G1","D5"
"D5_P2_M90-7-24-17",3403,19659.48,"D5",-0.155604911150008,-0.205519653219562,"G1","D5"
"D5_P2_M90-7-31-17",1933,13013.57,"D5",-0.0411628064658033,-0.177016017399225,"G1","D5"
"D6_P1_M90-7-24-17",2562,16254.2,"D6",0.0358518701757947,-0.102913514809981,"S","D6"
"D6_P1_M90-7-31-17",2012,15146.17,"D6",-0.0740292605653456,-0.15504497022413,"G1","D6"
"D6_P2_M90-7-24-17",1493,10181.89,"D6",-0.0805458919000686,-0.177981251111743,"G1","D6"
"D6_P2_M90-7-31-17",2780,17966.97,"D6",0.954918527308925,0.194269602338377,"S","D6"
"D7_P1_M90-7-24-17",2247,14950.57,"D7",-0.0592046681913124,-0.0374319141661651,"G1","D7"
"D7_P1_M90-7-31-17",2927,18946.76,"D7",-0.0782434380565861,-0.164734827999955,"G1","D7"
"D7_P2_M90-7-31-17",2722,17008.98,"D7",-0.0897176466666187,-0.0046990592881081,"G1","D7"
"D8_P1_M90-7-24-17",4307,23337.04,"D8",0.0879995257586445,-0.113309401451818,"S","D8"
"D8_P1_M90-7-31-17",3087,19841.73,"D8",-0.0159425424394631,-0.131657814296988,"G1","D8"
"D8_P2_M90-7-24-17",5288,21867.17,"D8",0.0126799569709858,-0.092035883125209,"S","D8"
"D8_P2_M90-7-31-17",2273,14300.54,"D8",-0.123960127314885,-0.169968602158666,"G1","D8"
"D9_P1_M90-7-31-17",4068,22629.82,"D9",-0.184094807642519,-0.0205388548768826,"G1","D9"
"D9_P2_M90-7-24-17",4359,25474.86,"D9",0.730644489233774,0.588384069936927,"S","D9"
"D9_P2_M90-7-31-17",1942,13106.53,"D9",-0.141431357129835,0.0284585914706789,"G2M","D9"
"E10_P1_M90-7-24-17",2562,16557.58,"E10",0.0260033996123537,-0.0580754062746313,"S","E10"
"E10_P1_M90-7-31-17",2002,13941.64,"E10",-0.0407398084255631,0.0522978167860455,"G2M","E10"
"E10_P2_M90-7-24-17",2322,15150.93,"E10",-0.11812300178344,-0.108330445221187,"G1","E10"
"E10_P2_M90-7-31-17",1624,11350.11,"E10",-0.121110866881708,-0.0931045637632185,"G1","E10"
"E11_P1_M90-7-24-17",4104,22497.65,"E11",-0.143323341594204,-0.119936405641667,"G1","E11"
"E11_P1_M90-7-31-17",1492,10811.65,"E11",-0.0810113217345701,0.0370746153063759,"G2M","E11"
"E11_P2_M90-7-24-17",3304,20263.29,"E11",0.0367397288655936,0.0297581486841437,"S","E11"
"E11_P2_M90-7-31-17",3828,22807.62,"E11",0.310462030082235,0.802880358365171,"G2M","E11"
"E12_P1_M90-7-24-17",2646,15240.5,"E12",-0.123861007206627,-0.18958886506968,"G1","E12"
"E12_P1_M90-7-31-17",2410,15739.26,"E12",-0.0358150182111774,-0.0859165430439944,"G1","E12"
"E12_P2_M90-7-24-17",3262,18161.27,"E12",-0.0783447369079011,-0.122523010821944,"G1","E12"
"E12_P2_M90-7-31-17",3169,18511.71,"E12",-0.199398073480951,-0.0341235037476696,"G1","E12"
"E1_P1_M90-7-24-17",5374,26223.38,"E1",0.551455431887395,0.594537229643184,"G2M","E1"
"E1_P1_M90-7-31-17",2149,13733.23,"E1",-0.0488122837367701,-0.0864744683218258,"G1","E1"
"E1_P2_M90-7-24-17",3973,22619.77,"E1",0.235584969159135,0.170431215361358,"S","E1"
"E1_P2_M90-7-31-17",1787,12302.24,"E1",-0.0715637300238994,-0.182109186118,"G1","E1"
"E2_P1_M90-7-24-17",2677,16980.49,"E2",-0.00792611335511784,-0.0888319964964663,"G1","E2"
"E2_P1_M90-7-31-17",1885,13136.98,"E2",0.0248076103662724,-0.0693012571892663,"S","E2"
"E2_P2_M90-7-24-17",2067,13873.01,"E2",-0.0246734968531511,-0.0674363102286372,"G1","E2"
"E2_P2_M90-7-31-17",2964,18164.84,"E2",-0.0463749821343684,-0.124078641989743,"G1","E2"
"E3_P1_M90-7-24-17",2699,17004.78,"E3",-0.0478195906714481,-0.0752494650397792,"G1","E3"
"E3_P1_M90-7-31-17",3861,22410.55,"E3",-0.230611741486209,-0.115394911490076,"G1","E3"
"E3_P2_M90-7-24-17",2654,16863.54,"E3",0.0888229086781201,-0.0768409725050591,"S","E3"
"E3_P2_M90-7-31-17",1814,12588.27,"E3",0.198598082486342,-0.0467793513231124,"S","E3"
"E4_P1_M90-7-24-17",2815,17234.21,"E4",-0.112832492090228,-0.0640934903027722,"G1","E4"
"E4_P1_M90-7-31-17",1869,12324.82,"E4",-0.0861200883931839,-0.150066686621934,"G1","E4"
"E4_P2_M90-7-24-17",2727,17618.61,"E4",-0.024185420088537,-0.0208562099878545,"G1","E4"
"E4_P2_M90-7-31-17",3360,20573.93,"E4",-0.0295646607829791,0.0476678677693718,"G2M","E4"
"E5_P1_M90-7-24-17",2140,13649.01,"E5",0.0258370654283857,-0.158921832366048,"S","E5"
"E5_P1_M90-7-31-17",1518,10886.12,"E5",0.00607124975128791,-0.0838283246799536,"S","E5"
"E5_P2_M90-7-24-17",4063,22329.59,"E5",-0.0909089656590765,-0.13587573749806,"G1","E5"
"E5_P2_M90-7-31-17",3115,18699.84,"E5",-0.0240618755016678,-0.184381849105943,"G1","E5"
"E6_P1_M90-7-24-17",2345,15210.18,"E6",-0.0129288966389718,0.0172837427927093,"G2M","E6"
"E6_P1_M90-7-31-17",2027,13746.04,"E6",-0.103417778264634,-0.129953535812931,"G1","E6"
"E6_P2_M90-7-24-17",1714,11628.59,"E6",-0.0967929233888273,-0.108361804755215,"G1","E6"
"E6_P2_M90-7-31-17",2314,15422.1,"E6",-0.0201042818099588,-0.101483640956772,"G1","E6"
"E7_P1_M90-7-24-17",2555,15344.15,"E7",-0.0769624283024606,-0.04297012844034,"G1","E7"
"E7_P1_M90-7-31-17",3718,22550.23,"E7",0.171142243706855,0.607346219510726,"G2M","E7"
"E7_P2_M90-7-24-17",3970,23690.1,"E7",0.16712753309795,-0.0351853829156319,"S","E7"
"E7_P2_M90-7-31-17",4607,26268.4,"E7",0.620131933071021,0.661251369270367,"G2M","E7"
"E8_P1_M90-7-24-17",2945,18084.02,"E8",-0.161504108889445,-0.0901021923137314,"G1","E8"
"E8_P2_M90-7-24-17",2330,14560.07,"E8",-0.0797638670566633,-0.102265404554134,"G1","E8"
"E8_P2_M90-7-31-17",2713,16778.63,"E8",0.0325124007223965,-0.222915896459481,"S","E8"
"E9_P1_M90-7-24-17",2233,14124.05,"E9",-0.141591200040266,-0.0336680212798325,"G1","E9"
"E9_P1_M90-7-31-17",2796,18094.65,"E9",0.123725815339697,-0.140366799902514,"S","E9"
"E9_P2_M90-7-24-17",3846,22629.21,"E9",-0.139839331244598,-0.17210120976108,"G1","E9"
"E9_P2_M90-7-31-17",2296,15476.06,"E9",-0.0527306423956713,-0.0590796505420028,"G1","E9"
"F10_P1_M90-7-24-17",2497,15796.31,"F10",-0.0825811773840555,-0.0724855247442989,"G1","F10"
"F10_P1_M90-7-31-17",2650,17211.69,"F10",-0.133989818124597,-0.117968350729383,"G1","F10"
"F10_P2_M90-7-24-17",2409,15797.77,"F10",-0.119940354446752,-0.120995864522814,"G1","F10"
"F10_P2_M90-7-31-17",1939,12970.24,"F10",-0.134076592774538,-0.0665818690859246,"G1","F10"
"F11_P1_M90-7-24-17",1882,12491.22,"F11",-0.0401300144381908,-0.155063739583629,"G1","F11"
"F11_P1_M90-7-31-17",2803,17566.96,"F11",0.054350989621335,-0.0173027289517462,"S","F11"
"F11_P2_M90-7-24-17",3760,20966.51,"F11",-0.115837583380905,-0.202048207831406,"G1","F11"
"F11_P2_M90-7-31-17",3339,20128.85,"F11",-0.154857694108289,-0.0618335624944003,"G1","F11"
"F12_P1_M90-7-24-17",2668,16332.81,"F12",-0.108623981935574,-0.113644057821583,"G1","F12"
"F12_P1_M90-7-31-17",2515,16215.11,"F12",-0.0363333732601271,0.0494861320429349,"G2M","F12"
"F12_P2_M90-7-24-17",5172,29058.2,"F12",0.505628081546221,0.588753988454266,"G2M","F12"
"F12_P2_M90-7-31-17",3323,19586.25,"F12",-0.0237418918133697,-0.15763643797348,"G1","F12"
"F1_P1_M90-7-24-17",2005,12275.26,"F1",-0.088580602155469,-0.090767336360468,"G1","F1"
"F1_P2_M90-7-24-17",1711,11698.22,"F1",-0.120929437474409,-0.0806159508596114,"G1","F1"
"F1_P2_M90-7-31-17",2156,12725.22,"F1",0.52887076688872,0.0824275406946868,"S","F1"
"F2_P1_M90-7-24-17",1902,12764.09,"F2",-0.0893806899523571,-0.147825827343963,"G1","F2"
"F2_P1_M90-7-31-17",1969,13657.48,"F2",-0.0484161616316875,-0.0940545604819231,"G1","F2"
"F2_P2_M90-7-24-17",2309,14340.42,"F2",-0.14476668654326,-0.112477837507726,"G1","F2"
"F2_P2_M90-7-31-17",1892,12785.56,"F2",-0.0602358721944324,-0.0353580879004822,"G1","F2"
