"","nGene","nUMI","orig.ident","S.Score","G2M.Score","Phase","old.ident"
"A10_P3_M11",2050,14624.81,"A10",-0.0349383728810512,-0.0470341760458571,"G1","A10"
"A11_P1_M11",1573,11933.6,"A11",-0.146681180764063,-0.0126551671590193,"G1","A11"
"A11_P3_M11",1591,11888.79,"A11",0.0158982199205924,-0.0520554495294317,"S","A11"
"A11_P4_M11",2909,19693.54,"A11",-0.0372276424806295,0.0549256064915061,"G2M","A11"
"A12_P3_M11",1211,9186.06,"A12",-0.123421231307837,-0.048599795961062,"G1","A12"
"A12_P6_M11",2715,18240.4,"A12",0.0857933701489952,-0.0826632072671098,"S","A12"
"A2_P1_M11",1139,8914.79,"A2",0.0637993742081509,-0.110964391481083,"S","A2"
"A2_P4_M11",2247,15494.28,"A2",-0.0344702890478596,-0.115999960484597,"G1","A2"
"A3_P1_M11",2881,19709.91,"A3",0.155625484837272,-0.0181574137084915,"S","A3"
"A3_P3_M11",3043,19895.57,"A3",-0.08079207778483,0.00923914245634463,"G2M","A3"
"A4_P3_M11",3179,21295.04,"A4",-0.166952757528237,-0.0189000944350535,"G1","A4"
"A4_P4_M11",2466,17111.7,"A4",-0.017233269039385,0.0860089022259796,"G2M","A4"
"A4_P6_M11",2498,16827.85,"A4",0.0288466271428471,0.00853936615453846,"S","A4"
"A5_P4_M11",2999,20099.45,"A5",0.00774813862475679,-0.0669425062173035,"S","A5"
"A5_P5_M11",3747,23930.09,"A5",-0.0553030660757095,-0.0860711523373545,"G1","A5"
"A6_P1_M11",1806,13669.58,"A6",-0.0338852336129756,-0.0815390855138998,"G1","A6"
"A6_P4_M11",3546,22612.12,"A6",-0.0338792895655808,-0.0385275526393604,"G1","A6"
"A6_P6_M11",3242,21421.85,"A6",0.555760392742689,0.151189266418154,"S","A6"
"A7_P2_M11",1783,12930.6,"A7",0.0748487019492221,-0.0386433546144254,"S","A7"
"A7_P6_M11",2649,17777.14,"A7",0.0855582903546059,-0.0183743794850127,"S","A7"
"A8_P1_M11",2175,15913.26,"A8",0.0462258456955121,-0.133489801250121,"S","A8"
"A8_P6_M11",2650,17784.14,"A8",-0.0537287709500068,-0.0853438669735613,"G1","A8"
"A9_P1_M11",3003,19909.99,"A9",-0.043305409978274,-0.0828415087524196,"G1","A9"
"A9_P4_M11",3095,21132.07,"A9",-0.0806916383543307,0.0834775492213269,"G2M","A9"
"B10_P1_M11",1891,13674.76,"B10",0.0316642522361531,-0.0680691139210305,"S","B10"
"B10_P3_M11",2230,15676.6,"B10",0.00128750133196395,-0.145027741137082,"S","B10"
"B10_P4_M11",2108,14800.68,"B10",-0.00841862444929861,-0.154682320503901,"G1","B10"
"B10_P6_M11",3193,21038.78,"B10",0.147068103818368,-0.00192937820014888,"S","B10"
"B11_P6_M11",2498,17878.58,"B11",-0.0430754378984561,0.0359475016524058,"G2M","B11"
"B12_P3_M11",2176,15416.62,"B12",0.112911887991472,-0.00418425751449536,"S","B12"
"B12_P4_M11",2325,16428.39,"B12",-0.0327768929407574,-0.0608033392027807,"G1","B12"
"B1_P2_M11",1771,14097.67,"B1",-0.0688536143176462,-0.0904880853031669,"G1","B1"
"B1_P4_M11",2577,17795.49,"B1",0.0273037495146398,-0.0797043206983548,"S","B1"
"B2_P1_M11",2124,15287.43,"B2",-0.0548417244605391,0.0442937749009975,"G2M","B2"
"B2_P5_M11",2612,17924.45,"B2",-0.0158629168763778,-0.111252502003979,"G1","B2"
"B2_P6_M11",1860,12996.84,"B2",-0.0384081969172925,-0.044053424976302,"G1","B2"
"B3_P1_M11",2164,15383.47,"B3",-0.0327153293738116,-0.0789149869014708,"G1","B3"
"B3_P5_M11",2967,19620.06,"B3",-0.065900381798408,-0.0428132075299518,"G1","B3"
"B4_P1_M11",2255,16201.3,"B4",0.0694652659435784,0.00717872224031479,"S","B4"
"B4_P4_M11",2864,19377.87,"B4",-0.0272554818721449,0.0545225678324694,"G2M","B4"
"B4_P6_M11",7033,41799.25,"B4",-0.000655373085229755,0.0710061208585217,"G2M","B4"
"B5_P1_M11",1645,12603.3,"B5",-0.146775634459812,-0.0688842543383916,"G1","B5"
"B5_P6_M11",2829,18899.7,"B5",-0.0560738273010385,0.0563678563991118,"G2M","B5"
"B6_P1_M11",2280,16578.52,"B6",0.0373851731885516,-0.0298143081743363,"S","B6"
"B7_P4_M11",2885,19788.8,"B7",-0.109749522288139,-0.0181204442938288,"G1","B7"
"B8_P6_M11",1738,12182.33,"B8",-0.0349901900290328,-0.134527514388655,"G1","B8"
"B9_P2_M11",1304,9780.1,"B9",0.0374953529697659,-0.0282607068031395,"S","B9"
"C10_P4_M11",2332,15969.86,"C10",0.00362593075693679,-0.0793320609835375,"S","C10"
"C10_P6_M11",2687,17727.06,"C10",-0.0529738568070742,-0.0788919683730156,"G1","C10"
"C11_P4_M11",1909,14022.7,"C11",-0.0890665702140337,0.078173024093114,"G2M","C11"
"C11_P6_M11",2373,17397.71,"C11",-0.0763593497530858,-0.0507446685619925,"G1","C11"
"C12_P4_M11",2086,14928.9,"C12",-0.0532932541833047,-0.0670739584407246,"G1","C12"
"C1_P3_M11",2302,16474.01,"C1",0.0404410307876163,-0.112010334322708,"S","C1"
"C1_P4_M11",4930,29129.58,"C1",0.745881682390734,0.569609150415003,"S","C1"
"C2_P6_M11",5445,29077.97,"C2",0.185112322225739,0.00479686182561323,"S","C2"
"C3_P1_M11",2585,18378.33,"C3",-0.0303831489995751,-0.0460710489587512,"G1","C3"
"C4_P1_M11",2196,15987.38,"C4",0.0523177175757755,-0.0726403197420539,"S","C4"
"C4_P3_M11",2835,19307.1,"C4",-0.0321464724225832,0.031530623400997,"G2M","C4"
"C4_P4_M11",2384,16638.58,"C4",0.0515435601098599,-0.153021635823095,"S","C4"
"C4_P6_M11",3370,21773.94,"C4",-0.0665618609919575,0.0685056268118319,"G2M","C4"
"C5_P3_M11",1971,13766.28,"C5",0.0464999460931668,-0.114790626535418,"S","C5"
"C5_P5_M11",2518,17628.37,"C5",0.0683778275910329,-0.0164270719141678,"S","C5"
"C5_P6_M11",2535,17144.11,"C5",-0.122122954327208,-0.0415528214794768,"G1","C5"
"C6_P2_M11",1784,13317.38,"C6",-0.0571803007277863,-0.010407518829209,"G1","C6"
"C6_P3_M11",2165,15467.17,"C6",-0.0827677183369697,-0.107610198602636,"G1","C6"
"C6_P4_M11",5252,30881.25,"C6",0.73391514627836,0.334854187151414,"S","C6"
"C7_P3_M11",2497,17329.09,"C7",0.00331386129609709,-0.0626741882840222,"S","C7"
"C7_P5_M11",2092,15033.35,"C7",-0.091884248245101,-0.0587227890353372,"G1","C7"
"C7_P6_M11",2047,14203.46,"C7",-0.0941980321875401,-0.0474766231048959,"G1","C7"
"C8_P3_M11",1229,9397.72,"C8",-0.110953367149661,-0.139137036004189,"G1","C8"
"C8_P5_M11",3569,22810.89,"C8",-0.0505641243849641,-0.00668968706032874,"G1","C8"
"C9_P1_M11",2717,18551.9,"C9",0.0491966967681601,0.0709412246789464,"G2M","C9"
"C9_P2_M11",2631,17917.27,"C9",-0.0133330119109414,-0.113648537150979,"G1","C9"
"C9_P4_M11",2076,14914.01,"C9",0.0188884932650155,-0.0669737395361442,"S","C9"
"D10_P1_M11",1313,10112.19,"D10",-0.0560546906569547,-0.164970032167693,"G1","D10"
"D10_P6_M11",2395,16318.97,"D10",-0.020160659697719,-0.115239383102979,"G1","D10"
"D11_P6_M11",2237,15782.61,"D11",0.0389120933824736,0.0219081858543986,"S","D11"
"D12_P6_M11",3090,20924.76,"D12",0.00611148202784315,0.051671534658843,"G2M","D12"
"D1_P1_M11",2024,14775.02,"D1",-0.0789264683732674,-0.0300039472732992,"G1","D1"
"D1_P4_M11",2547,17073.27,"D1",-0.155510366151416,0.0351134521151139,"G2M","D1"
"D1_P6_M11",3989,24347.15,"D1",-0.0583916315759958,-0.106623580351828,"G1","D1"
"D2_P4_M11",2407,17048.83,"D2",-0.107039296743506,-0.0177436386411049,"G1","D2"
"D2_P6_M11",2796,18752.32,"D2",0.0572193328115511,-0.0053368638029441,"S","D2"
"D3_P1_M11",2354,16989.91,"D3",-0.0353742440549037,-0.0809466627809628,"G1","D3"
"D3_P3_M11",2220,15465.33,"D3",-0.102518797990526,-0.0757208364329544,"G1","D3"
"D3_P6_M11",2400,17427.39,"D3",0.0317811014755965,-0.00924784927712224,"S","D3"
"D4_P1_M11",1987,14639.04,"D4",-0.115853960477568,0.0181395269813915,"G2M","D4"
"D4_P3_M11",2675,18500.28,"D4",-0.0883691172446868,-0.0914693511234689,"G1","D4"
"D4_P4_M11",2640,18118.66,"D4",-0.0500883841343039,-0.0518950483329908,"G1","D4"
"D4_P6_M11",2515,16930.53,"D4",0.117586895343909,0.0485501091500237,"S","D4"
"D5_P4_M11",2420,16951.73,"D5",-0.000614072541644944,0.0149301206664177,"G2M","D5"
"D5_P5_M11",2342,16237.82,"D5",-0.0629834066581234,-0.0268693432350247,"G1","D5"
"D5_P6_M11",2788,19039.08,"D5",-0.100019820939547,-0.0203026441943561,"G1","D5"
"D6_P1_M11",2196,16894.72,"D6",-0.0471927004856266,-0.0554080694430619,"G1","D6"
"D6_P3_M11",1909,13465.19,"D6",-0.0380695433021432,-0.0776696663324044,"G1","D6"
"D6_P5_M11",4462,27659.95,"D6",0.525545165323903,0.262071242430304,"S","D6"
"D6_P6_M11",2370,16125.95,"D6",-0.0507140280904433,-0.0910713445416751,"G1","D6"
"D7_P3_M11",3146,21517.83,"D7",-0.161400817912466,0.0582108357526547,"G2M","D7"
"D7_P5_M11",2110,14998.33,"D7",0.0715252352930994,0.0387540070057862,"S","D7"
"D8_P2_M11",1602,11844.3,"D8",-0.0646340533086488,-0.0698465055737277,"G1","D8"
"D8_P3_M11",2698,18662.9,"D8",-0.0135855396419489,0.00470687068511419,"G2M","D8"
"D8_P4_M11",1923,13858.07,"D8",-0.0630156426041463,-0.163013976479636,"G1","D8"
"D9_P3_M11",2691,17687.04,"D9",0.00757525901259021,-0.0408118329607885,"S","D9"
"D9_P4_M11",3153,21247.58,"D9",-0.136886060866262,-0.044193568598226,"G1","D9"
"D9_P5_M11",3645,23427.69,"D9",-0.148080562794796,0.0625239903663987,"G2M","D9"
"E10_P2_M11",1851,13208.65,"E10",-0.027819409607146,0.142405278731052,"G2M","E10"
"E10_P4_M11",2381,16427.81,"E10",-0.0670059638155776,-0.0275889612540675,"G1","E10"
"E10_P6_M11",2986,19636.47,"E10",-0.115518289271074,-0.0461487238860263,"G1","E10"
"E11_P6_M11",2586,17735.35,"E11",0.0527341673950937,0.0220079982926848,"S","E11"
"E12_P6_M11",2055,14179.37,"E12",0.00325236166749995,0.00832597532266893,"G2M","E12"
"E1_P4_M11",3624,22682.68,"E1",0.0435558922947284,-0.0123845537118071,"S","E1"
"E2_P5_M11",2311,16248.09,"E2",-0.0691921658717761,-0.0838644925592786,"G1","E2"
"E4_P1_M11",1574,11987.31,"E4",-0.0538732652551876,-0.0809229931750603,"G1","E4"
"E4_P3_M11",2302,15982.27,"E4",-0.10522661164762,0.0230076314870884,"G2M","E4"
"E4_P6_M11",1862,13153.99,"E4",0.186431654002235,0.0724420114267179,"S","E4"
"E5_P3_M11",2538,17549.69,"E5",-0.00846044079132749,-0.000228558269664419,"G1","E5"
"E5_P5_M11",2365,16199.31,"E5",0.0402746295568827,-0.158549980883696,"S","E5"
"E6_P1_M11",1950,14322.05,"E6",-0.0399511860118698,-0.00326825166322092,"G1","E6"
"E6_P3_M11",1672,12221.54,"E6",-0.00284190407173826,-0.0978288876615442,"G1","E6"
"E6_P4_M11",3003,20177.82,"E6",0.0153042678968102,0.0841538343939418,"G2M","E6"
"E6_P5_M11",2286,15938.27,"E6",-0.0807109925278126,-0.0864185801006453,"G1","E6"
"E6_P6_M11",2239,14872.58,"E6",0.0673225058576374,-0.0494146902950678,"S","E6"
"E7_P1_M11",2263,16159.84,"E7",-0.0553349818094057,-0.131305288609588,"G1","E7"
"E7_P2_M11",1554,11252.57,"E7",0.033704953074198,-0.0863595104355485,"S","E7"
"E7_P3_M11",2285,15863.73,"E7",-0.125625976207919,-0.0863401890882629,"G1","E7"
"E7_P5_M11",2489,17356.21,"E7",-0.107986080288323,0.0762764760574013,"G2M","E7"
"E7_P6_M11",2595,17474.07,"E7",-0.0888191335047837,-0.0546316219723905,"G1","E7"
"E8_P1_M11",1219,9191.27,"E8",-0.0839900313627291,-0.142030245582947,"G1","E8"
"E8_P2_M11",1968,14108.04,"E8",-0.0961826934629237,-0.0602515522398326,"G1","E8"
"E8_P5_M11",2187,15316.09,"E8",-0.0607947655403802,-0.0375135038136109,"G1","E8"
"E9_P1_M11",1910,13510.08,"E9",-0.0240579292276472,-0.0302438040204071,"G1","E9"
"E9_P3_M11",1278,9669.87,"E9",0.0298037151572043,-0.0278672631701837,"S","E9"
"E9_P5_M11",2781,18585.44,"E9",0.0380393223021647,-0.0397848661307968,"S","E9"
"F10_P1_M11",1160,8946.12,"F10",-0.0495430480173156,0.0434432033703483,"G2M","F10"
"F10_P2_M11",1944,13507.91,"F10",-0.0935895234407647,-0.150361385227935,"G1","F10"
"F10_P3_M11",3892,24450.27,"F10",0.0279824470819199,-0.0200297952512751,"S","F10"
"F10_P4_M11",2297,16036.29,"F10",-0.153024750988566,-0.0415560060418411,"G1","F10"
"F10_P5_M11",1787,12984.24,"F10",-0.136402137098427,-0.0704267985993555,"G1","F10"
"F10_P6_M11",2377,16366.19,"F10",0.0169035285728649,0.0328477726579997,"G2M","F10"
"F11_P3_M11",2401,16495.06,"F11",-0.0648135144100324,-0.0747057190159674,"G1","F11"
"F11_P6_M11",2581,19131.54,"F11",-0.105482957014053,-0.00668665853317157,"G1","F11"
"F12_P6_M11",3039,20082.35,"F12",-0.134021855844493,-0.0364524683033746,"G1","F12"
"F2_P1_M11",2075,15046.85,"F2",-0.159909382667754,-0.0865656035726692,"G1","F2"
"F3_P1_M11",2196,15974.16,"F3",-0.088914654072866,-0.0927087536902137,"G1","F3"
"F3_P4_M11",2304,15701.88,"F3",-0.131801587036244,-0.0296719092530046,"G1","F3"
"F3_P5_M11",3213,21114.7,"F3",0.057722145046607,0.00509113145310469,"S","F3"
"F4_P1_M11",2381,16788.4,"F4",-0.0192848748757734,0.0409879406288824,"G2M","F4"
"F4_P3_M11",2329,15722.66,"F4",-0.00348306942744009,0.00787585590072318,"G2M","F4"
"F4_P5_M11",2445,16748.93,"F4",0.02612030327586,-0.108992502814209,"S","F4"
"F4_P6_M11",2049,14189.77,"F4",-0.0402639811744835,-0.0635936662457972,"G1","F4"
"F5_P1_M11",3204,21410.76,"F5",0.697616873443188,0.200752402872059,"S","F5"
"F5_P5_M11",2629,18809.06,"F5",-0.00335524901757908,0.102068264759295,"G2M","F5"
"F6_P1_M11",1942,14215.11,"F6",-0.00472577219159001,-0.0631521175364636,"G1","F6"
"F6_P2_M11",1453,10739.03,"F6",-0.0610119437910664,-0.0772262818738816,"G1","F6"
"F6_P4_M11",3857,24339.63,"F6",-0.0286569986445823,-0.0104111833103707,"G1","F6"
"F6_P5_M11",2325,16149.15,"F6",-0.0625168894927335,-0.0925117603773282,"G1","F6"
"F7_P1_M11",2312,16346.52,"F7",-0.114023497719203,0.126188282523875,"G2M","F7"
"F7_P2_M11",1626,12129.19,"F7",0.0702516198526211,0.00706729304426984,"S","F7"
"F7_P3_M11",2277,16010.65,"F7",-0.0926595645090453,0.00608756928155438,"G2M","F7"
"F8_P1_M11",2160,15306.9,"F8",0.0327876635190413,0.0243161774324963,"S","F8"
"F8_P2_M11",2587,17485.8,"F8",0.0272042853005923,0.0358280894375318,"G2M","F8"
"F8_P3_M11",2419,16100.65,"F8",-0.0688099513113834,-0.100350141376079,"G1","F8"
"F8_P4_M11",2381,16439.78,"F8",0.0063884142803223,-0.149150739704844,"S","F8"
"F8_P5_M11",2717,18498.7,"F8",0.00540990624602242,-0.0257939437676418,"S","F8"
"F9_P1_M11",1515,11563.92,"F9",-0.136538173588304,-0.0566177687633219,"G1","F9"
"F9_P4_M11",2314,16183.21,"F9",-0.142335749655785,-0.0328643305496859,"G1","F9"
"F9_P6_M11",2198,16747.47,"F9",0.000256161721356729,0.040935313799905,"G2M","F9"
"G10_P3_M11",1863,13491.99,"G10",-0.0705425082013888,-0.0511417444130591,"G1","G10"
"G10_P5_M11",3709,23890.77,"G10",0.159243809865015,-0.00613500128968608,"S","G10"
"G10_P6_M11",2082,14176,"G10",-0.0902023177676021,0.0448424042959409,"G2M","G10"
"G11_P3_M11",4386,27273.09,"G11",0.586705120889872,0.230961024327632,"S","G11"
"G11_P6_M11",2208,16504.86,"G11",-0.0957519137393009,-0.115470776194939,"G1","G11"
"G12_P3_M11",2498,16995,"G12",0.018105480216799,-0.110081673496097,"S","G12"
"G12_P4_M11",2099,14999.8,"G12",0.0953739610848297,-0.0541276394609176,"S","G12"
"G12_P5_M11",1258,10336.03,"G12",-0.101199929256469,0.134705666128956,"G2M","G12"
"G12_P6_M11",2802,17946.97,"G12",-0.145021872400446,-0.0649854226964552,"G1","G12"
"G1_P1_M11",2189,15568.51,"G1",-0.100025906179583,-0.0690994578415176,"G1","G1"
"G1_P2_M11",1737,13927.87,"G1",-0.0893603215461452,0.026715750105383,"G2M","G1"
"G1_P3_M11",2178,15593.33,"G1",0.0121879699187964,-0.0916973244120882,"S","G1"
"G1_P4_M11",2620,17725.28,"G1",0.038320329644799,0.0800479036302491,"G2M","G1"
"G2_P1_M11",1991,14253.81,"G2",0.0891372405991555,-0.0352903243654476,"S","G2"
"G2_P3_M11",2338,16912,"G2",0.0385201622648054,0.0915791431910244,"G2M","G2"
"G2_P5_M11",3120,20785.69,"G2",0.0247152319538383,0.0132402735481411,"S","G2"
"G2_P6_M11",1788,14062.39,"G2",-0.0127809041845939,-0.0465086495749141,"G1","G2"
"G3_P3_M11",2809,19297.27,"G3",0.0870917540824236,0.0555222805619385,"S","G3"
"G3_P4_M11",2889,19716.46,"G3",-0.0962905869801225,-0.012812012664968,"G1","G3"
"G3_P6_M11",2318,16149.38,"G3",0.0351403876430966,-0.034857201939853,"S","G3"
"G4_P3_M11",1850,12928.51,"G4",-0.0558873672742887,-0.0840842022925527,"G1","G4"
"G4_P4_M11",1521,11219.35,"G4",-0.0622598764785254,0.119661794813837,"G2M","G4"
"G4_P6_M11",3073,20258.58,"G4",-0.0319934233559912,0.0657990549918382,"G2M","G4"
"G5_P4_M11",2861,19123.55,"G5",-0.0491077347085716,0.0757976385632742,"G2M","G5"
"G5_P6_M11",2980,20125.08,"G5",-0.124668519633234,-0.0408302626061788,"G1","G5"
"G6_P1_M11",1594,12070.17,"G6",0.00522600438312024,-0.117042782855343,"S","G6"
"G6_P2_M11",1201,9180.81,"G6",-0.109673930452519,-0.113066629709416,"G1","G6"
"G6_P3_M11",2803,19159.23,"G6",-0.0119550534543748,-0.0598909686355301,"G1","G6"
"G6_P4_M11",2443,16620.42,"G6",0.0157301894920818,-0.0761500516992027,"S","G6"
"G6_P6_M11",2360,16400.23,"G6",0.0396913900536119,-0.0758884207221171,"S","G6"
"G7_P2_M11",1519,11118.69,"G7",-0.0660592365612332,-0.143565445942629,"G1","G7"
"G7_P4_M11",2387,16080.72,"G7",-0.0169589693683878,-0.110447163902172,"G1","G7"
"G7_P6_M11",2243,15468.2,"G7",-0.0147564489978244,-0.0945772768242498,"G1","G7"
"G8_P2_M11",1834,12721.62,"G8",0.0573384128348238,-0.080645788902056,"S","G8"
"G8_P3_M11",2122,14584.23,"G8",0.0402250019089934,0.0130502971575383,"S","G8"
"G8_P6_M11",2382,15980.97,"G8",-0.0181637634327654,-0.135616646662304,"G1","G8"
"G9_P1_M11",2112,15382.54,"G9",0.00489513438708628,0.0341256645385679,"G2M","G9"
"G9_P3_M11",2959,19548.86,"G9",-0.0503063730155891,-0.15285319657863,"G1","G9"
"G9_P6_M11",1561,12554.75,"G9",-0.00554387930053382,0.0121907176727038,"G2M","G9"
"H12_P3_M11",1978,14685.2,"H12",0.0364949910744804,0.0376219981137732,"G2M","H12"
"H1_P1_M11",2057,14566.57,"H1",-0.0584838432268946,-0.11702729111119,"G1","H1"
"H1_P4_M11",2570,15754.16,"H1",0.0443970882372921,-0.0941522506191823,"S","H1"
"H2_P4_M11",1653,12276.96,"H2",0.00517479009039326,0.0123443974605424,"G2M","H2"
"H3_P1_M11",2201,16340.68,"H3",-0.0223110986588773,-0.0797425321808888,"G1","H3"
"H3_P2_M11",2424,16302.51,"H3",0.029041609390114,-0.0954432806083356,"S","H3"
"H3_P4_M11",2222,15316.79,"H3",0.027515265844701,-0.13708385413896,"S","H3"
"H3_P5_M11",1809,12917.54,"H3",-0.072306651835035,0.0774571314004865,"G2M","H3"
"H3_P6_M11",2094,15716.34,"H3",-0.0611512682321367,-0.0368588516708884,"G1","H3"
"H4_P2_M11",2117,14649.12,"H4",-0.11278527392446,-0.00710564280087667,"G1","H4"
"H4_P5_M11",3568,21189.87,"H4",-0.140928305568682,-0.112652159372405,"G1","H4"
"H4_P6_M11",1981,13436.15,"H4",-0.11295364278399,0.0411464037765774,"G2M","H4"
"H6_P3_M11",3585,23292.48,"H6",0.484066358152759,0.8566650832812,"G2M","H6"
"H6_P4_M11",2452,16799.62,"H6",-0.0616639259065732,-0.0151803207445177,"G1","H6"
"H7_P3_M11",2031,15266.08,"H7",-0.039041705730795,-0.0248237725670001,"G1","H7"
"H7_P4_M11",2064,14921.61,"H7",0.0121389099314454,-0.0488523480894458,"S","H7"
"H8_P1_M11",2073,15104.08,"H8",-0.00983369618422192,0.0147879077095805,"G2M","H8"
"H8_P5_M11",2076,14441.59,"H8",-0.0606782627796823,-0.0154853453728916,"G1","H8"
"H9_P1_M11",1710,12680.14,"H9",-0.100290869463709,0.0334182106400136,"G2M","H9"
"H9_P3_M11",1810,13866.39,"H9",-0.0141742746877919,-0.0479818582317667,"G1","H9"
"H9_P4_M11",2621,17901.23,"H9",0.0573549920065571,-0.0631634713730804,"S","H9"
"H9_P5_M11",2204,15434.27,"H9",0.0545467557758736,0.0794899379573515,"G2M","H9"
"H9_P6_M11",4114,25468.67,"H9",0.218374381079344,0.677031559882133,"G2M","H9"
"A10_P1_M15",2763,18308.36,"A10",0.0581997516219338,-0.0938150734012655,"S","A10"
"A10_P4_M15",3415,21678.86,"A10",-0.0731135284378799,0.0605999706560909,"G2M","A10"
"A10_P5_M15",2649,16662.57,"A10",-0.0502766571538832,0.0205937382419329,"G2M","A10"
"A10_P6_M15",1320,7903.78,"A10",-0.12734189344977,0.697977877056686,"G2M","A10"
"A11_P1_M15",3665,22695.15,"A11",-0.0447914275541889,0.000341808485656375,"G2M","A11"
"A11_P2_M15",2765,18543.68,"A11",-0.0334687048115915,0.00392176935218705,"G2M","A11"
"A11_P5_M15",3592,21218.91,"A11",-0.0022035177026411,-0.0066213186781077,"G1","A11"
"A11_P6_M15",2135,14316.72,"A11",-0.0859276123287174,-0.0907308102570865,"G1","A11"
"A12_P1_M15",1916,13122.95,"A12",-0.151899107254211,0.00401774971961347,"G2M","A12"
"A12_P2_M15",2459,16744.61,"A12",0.0438458803891071,-0.0188234162264933,"S","A12"
"A12_P5_M15",3500,21253.05,"A12",-0.12377206959556,-0.0778793946388525,"G1","A12"
"A2_P1_M15",1818,13109.86,"A2",-0.106728724175316,0.00508901557249633,"G2M","A2"
"A2_P2_M15",3189,21285.87,"A2",-0.0533847353825573,-0.000402834856380013,"G1","A2"
"A2_P3_M15",3953,21915.16,"A2",0.0356451348570306,0.0296929047620316,"S","A2"
"A2_P6_M15",1688,12042.17,"A2",0.00557094372139638,-0.0250532774805099,"S","A2"
"A3_P2_M15",2952,19518.49,"A3",-0.123429001638052,-0.0537970685455386,"G1","A3"
"A3_P6_M15",2543,16329.01,"A3",-0.031070023902106,-0.0207984873656257,"G1","A3"
"A4_P1_M15",3250,21016.89,"A4",-0.0406167820725556,-0.0197597888734969,"G1","A4"
"A4_P3_M15",2511,17150.96,"A4",-0.0767151189898845,0.0496501555801372,"G2M","A4"
"A4_P4_M15",3573,22538.81,"A4",-0.0485811185546293,0.147731635751509,"G2M","A4"
"A4_P5_M15",1556,10993.57,"A4",-0.117906281489812,-0.0417004338045725,"G1","A4"
"A4_P6_M15",2003,13103.97,"A4",0.0326547596614442,0.0516171767043016,"G2M","A4"
"A5_P1_M15",1991,13672.13,"A5",-0.0842499626833039,0.0679936426866221,"G2M","A5"
"A5_P5_M15",1641,10904.96,"A5",0.174961971537392,0.353228118948211,"G2M","A5"
"A5_P6_M15",3360,19600.31,"A5",-0.0872934266396445,-0.0815412378160628,"G1","A5"
"A6_P1_M15",2426,16537.87,"A6",-0.160832424157627,-0.103446504626907,"G1","A6"
"A6_P2_M15",2761,19071.42,"A6",-0.104609513651542,0.0924426544295915,"G2M","A6"
"A7_P1_M15",3159,20681.48,"A7",0.0481020991715838,-0.0385070701657682,"S","A7"
"A7_P2_M15",4107,24284.19,"A7",-0.118404924556581,-0.131039827129509,"G1","A7"
"A8_P1_M15",1940,12452.15,"A8",0.478390376434503,0.425989277037685,"S","A8"
"A8_P2_M15",4419,26838.61,"A8",-0.122899263156536,1.03659833618644,"G2M","A8"
"A9_P1_M15",2113,14777.74,"A9",0.012129005499969,-0.102193446403843,"S","A9"
"B10_P1_M15",1263,9125.48,"B10",-0.0496564066188456,0.0628651431184781,"G2M","B10"
"B10_P2_M15",4586,26097.57,"B10",-0.0607945672275158,-0.069756268332493,"G1","B10"
"B10_P4_M15",2717,18850.37,"B10",-0.0954718959753502,0.0686373120417906,"G2M","B10"
"B10_P5_M15",2338,14687.11,"B10",-0.0165268349820583,-0.0985778951235459,"G1","B10"
"B11_P1_M15",2277,15247.21,"B11",-0.0249149214318445,-0.125351733425093,"G1","B11"
"B11_P2_M15",2750,19002.29,"B11",-0.000454674339475353,0.0115544096594814,"G2M","B11"
"B11_P6_M15",2056,14377,"B11",-0.0606199934060698,0.0051353406207485,"G2M","B11"
"B12_P1_M15",1911,13131.08,"B12",-0.0128562167719582,-0.159683143460679,"G1","B12"
"B12_P2_M15",1887,13657.91,"B12",-0.0357311327939872,0.0132555615691687,"G2M","B12"
"B12_P5_M15",2085,13660.09,"B12",-0.107609056728954,-0.0507259791636927,"G1","B12"
"B1_P1_M15",1345,9641.57,"B1",0.0549097818301777,-0.102369956503176,"S","B1"
"B1_P2_M15",3260,21401.05,"B1",-0.0561370462439844,0.0651316133438211,"G2M","B1"
"B1_P4_M15",2871,18993.41,"B1",-0.00385033170742657,0.0169146206443228,"G2M","B1"
"B2_P1_M15",2689,18249.21,"B2",-0.112457474720071,-0.0956157595573844,"G1","B2"
"B2_P2_M15",2885,19584.99,"B2",-0.124014611469207,-0.0555743151544262,"G1","B2"
"B2_P6_M15",1303,10132.62,"B2",0.0308644104317193,-0.077751429476335,"S","B2"
"B3_P1_M15",2959,19771.37,"B3",-0.0951579596271426,0.192807341903154,"G2M","B3"
"B3_P2_M15",1601,10336.88,"B3",0.230059525996639,0.513355638387329,"G2M","B3"
"B3_P3_M15",5369,30900.09,"B3",0.684900964029609,0.70833230503362,"G2M","B3"
"B3_P5_M15",2069,13333.18,"B3",0.130757724887192,-0.0683132620688723,"S","B3"
"B3_P6_M15",2092,13902.52,"B3",-0.0513806292371416,-0.0919224485718554,"G1","B3"
"B4_P2_M15",3062,20425.42,"B4",-0.0798810261528617,0.168089283147067,"G2M","B4"
"B4_P3_M15",3019,20056.01,"B4",0.029127207704016,0.0599039747186038,"G2M","B4"
"B5_P1_M15",2994,19252.88,"B5",-0.115255200345606,-0.027845636671673,"G1","B5"
"B5_P5_M15",4943,27365.43,"B5",0.641472978316479,0.175190226577997,"S","B5"
